type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.terminal,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.terminal,departure.gate,error
departure,active,hah,fmch,2024-07-09t14:00:00.000,nbo,hkjk,2024-07-09t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-09t15:40:00.000,1a,100.0,,,,,,,
departure,active,hah,fmch,2024-07-09t14:00:00.000,nbo,hkjk,2024-07-09t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-07-09t15:40:00.000,1a,100.0,,,,,,,
departure,active,hah,fmch,2024-07-09t16:30:00.000,add,haab,2024-07-09t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,2024-07-09t16:14:00.000,2,,,,,,1,1,
departure,cancelled,hah,fmch,2024-07-10t10:15:00.000,run,fmee,2024-07-10t13:40:00.000,air austral,uu,reu,256,uu256,reu256,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-10t12:15:00.000,dza,fmcz,2024-07-10t13:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-07-10t12:15:00.000,dza,fmcz,2024-07-10t13:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-10t14:40:00.000,ajn,fmcv,2024-07-10t15:20:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2024-07-10t14:40:00.000,ajn,fmcv,2024-07-10t15:20:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-10t15:20:00.000,nbo,hkjk,2024-07-10t17:30:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-10t20:10:00.000,1a,290.0,,,,,,,
departure,active,hah,fmch,2024-07-10t15:20:00.000,nbo,hkjk,2024-07-10t17:30:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-10t20:10:00.000,1a,290.0,,,,,,,
departure,active,hah,fmch,2024-07-10t15:20:00.000,nbo,hkjk,2024-07-10t17:30:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-07-10t20:10:00.000,1a,290.0,,,,,,,
departure,active,hah,fmch,2024-07-10t16:30:00.000,add,haab,2024-07-10t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,2024-07-10t16:13:00.000,2024-07-10t16:13:00.000,2024-07-10t16:13:00.000,2024-07-10t19:19:00.000,,,,,,,,2,,,,,,1,1,
departure,unknown,hah,fmch,2024-07-10t16:55:00.000,dar,htda,2024-07-10t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-10t16:55:00.000,dar,htda,2024-07-10t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-11t16:15:00.000,dza,fmcz,2024-07-11t17:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-11t15:54:00.000,2024-07-11t15:54:00.000,2024-07-11t15:54:00.000,2024-07-11t16:41:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-07-11t16:15:00.000,dza,fmcz,2024-07-11t17:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-07-11t15:54:00.000,2024-07-11t15:54:00.000,2024-07-11t15:54:00.000,2024-07-11t16:41:00.000,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-11t16:30:00.000,add,haab,2024-07-11t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,1,1,
departure,active,hah,fmch,2024-07-11t17:20:00.000,dar,htda,2024-07-11t18:35:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2024-07-11t17:20:00.000,dar,htda,2024-07-11t18:35:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2024-07-12t02:15:00.000,nbo,hkjk,2024-07-12t04:45:00.000,klm,kl,klm,4219,kl4219,klm4219,,,,,kenya airways,kq,kqa,267,kq267,kqa267,2024-07-12t02:15:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-12t02:15:00.000,nbo,hkjk,2024-07-12t04:45:00.000,kenya airways,kq,kqa,267,kq267,kqa267,,,,,,,,,,,2024-07-12t02:15:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-12t02:15:00.000,znz,htza,2024-07-12t04:45:00.000,klm,kl,klm,4219,kl4219,klm4219,,,,,kenya airways,kq,kqa,267,kq267,kqa267,2024-07-12t04:30:00.000,1a,135.0,,,,,,,
departure,active,hah,fmch,2024-07-12t02:15:00.000,znz,htza,2024-07-12t04:45:00.000,kenya airways,kq,kqa,267,kq267,kqa267,,,,,,,,,,,2024-07-12t04:30:00.000,1a,135.0,,,,,,,
departure,active,hah,fmch,2024-07-12t07:40:00.000,cai,heca,2024-07-12t14:00:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,,,,,egyptair,ms,msr,841,ms841,msr841,,3,,,,,,,,
departure,active,hah,fmch,2024-07-12t07:40:00.000,cai,heca,2024-07-12t14:00:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-07-12t12:15:00.000,dza,fmcz,2024-07-12t13:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-07-12t12:15:00.000,dza,fmcz,2024-07-12t13:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-12t14:40:00.000,ajn,fmcv,2024-07-12t15:20:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2024-07-12t14:40:00.000,ajn,fmcv,2024-07-12t15:20:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-12t15:20:00.000,nbo,hkjk,2024-07-12t17:30:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-12t21:15:00.000,1a,355.0,,,,,,,
departure,active,hah,fmch,2024-07-12t15:20:00.000,nbo,hkjk,2024-07-12t17:30:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-12t21:15:00.000,1a,355.0,,,,,,,
departure,active,hah,fmch,2024-07-12t15:20:00.000,nbo,hkjk,2024-07-12t17:30:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-07-12t21:15:00.000,1a,355.0,,,,,,,
departure,active,hah,fmch,2024-07-12t16:30:00.000,add,haab,2024-07-12t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2024-07-12t16:45:00.000,dza,fmcz,2024-07-12t17:45:00.000,air austral,uu,reu,7405,uu7405,reu7405,,,,,ewa air,zd,ewr,305,zd305,ewr305,,,,,,,,,,
departure,active,hah,fmch,2024-07-12t16:45:00.000,dza,fmcz,2024-07-12t17:45:00.000,ewa air,zd,ewr,305,zd305,ewr305,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-12t16:55:00.000,dar,htda,2024-07-12t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-12t16:55:00.000,dar,htda,2024-07-12t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-13t12:50:00.000,dar,htda,2024-07-13t14:05:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2024-07-13t12:50:00.000,dar,htda,2024-07-13t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2024-07-13t14:30:00.000,nbo,hkjk,2024-07-13t16:40:00.000,air france,af,afr,8082,af8082,afr8082,2024-07-13t15:07:00.000,2024-07-13t15:07:00.000,2024-07-13t15:07:00.000,2024-07-13t16:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-13t15:05:00.000,1a,38.0,,,,18.0,,,
departure,active,hah,fmch,2024-07-13t14:30:00.000,nbo,hkjk,2024-07-13t16:40:00.000,klm,kl,klm,4211,kl4211,klm4211,2024-07-13t15:07:00.000,2024-07-13t15:07:00.000,2024-07-13t15:07:00.000,2024-07-13t16:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-13t15:05:00.000,1a,38.0,,,,18.0,,,
departure,active,hah,fmch,2024-07-13t14:30:00.000,nbo,hkjk,2024-07-13t16:40:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-13t15:07:00.000,2024-07-13t15:07:00.000,2024-07-13t15:07:00.000,2024-07-13t16:58:00.000,,,,,,,2024-07-13t15:05:00.000,1a,38.0,,,,18.0,,,
departure,active,hah,fmch,2024-07-13t16:15:00.000,dza,fmcz,2024-07-13t17:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-13t16:29:00.000,2024-07-13t16:29:00.000,2024-07-13t16:29:00.000,2024-07-13t17:13:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,14.0,,,,,,,
departure,active,hah,fmch,2024-07-13t16:15:00.000,dza,fmcz,2024-07-13t17:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-07-13t16:29:00.000,2024-07-13t16:29:00.000,2024-07-13t16:29:00.000,2024-07-13t17:13:00.000,,,,,,,,,14.0,,,,,,,
departure,active,hah,fmch,2024-07-13t16:30:00.000,add,haab,2024-07-13t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,,,
departure,cancelled,hah,fmch,2024-07-13t18:20:00.000,run,fmee,2024-07-13t21:45:00.000,air austral,uu,reu,256,uu256,reu256,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-14t11:30:00.000,dza,fmcz,2024-07-14t12:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-14t11:28:00.000,2024-07-14t11:28:00.000,2024-07-14t11:28:00.000,2024-07-14t12:14:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2024-07-14t12:09:00.000,2024-07-14t12:09:00.000,2024-07-14t12:09:00.000,,,,
departure,active,hah,fmch,2024-07-14t11:30:00.000,dza,fmcz,2024-07-14t12:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-07-14t11:28:00.000,2024-07-14t11:28:00.000,2024-07-14t11:28:00.000,2024-07-14t12:14:00.000,,,,,,,,,,2024-07-14t12:09:00.000,2024-07-14t12:09:00.000,2024-07-14t12:09:00.000,,,,
departure,active,hah,fmch,2024-07-14t14:40:00.000,ajn,fmcv,2024-07-14t15:20:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2024-07-14t14:40:00.000,ajn,fmcv,2024-07-14t15:20:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-14t15:00:00.000,nbo,hkjk,2024-07-14t17:10:00.000,air france,af,afr,8082,af8082,afr8082,2024-07-14t14:40:00.000,2024-07-14t14:40:00.000,2024-07-14t14:40:00.000,2024-07-14t16:28:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-14t15:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-14t15:00:00.000,nbo,hkjk,2024-07-14t17:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2024-07-14t14:40:00.000,2024-07-14t14:40:00.000,2024-07-14t14:40:00.000,2024-07-14t16:28:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-14t15:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-14t15:00:00.000,nbo,hkjk,2024-07-14t17:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-14t14:40:00.000,2024-07-14t14:40:00.000,2024-07-14t14:40:00.000,2024-07-14t16:28:00.000,,,,,,,2024-07-14t15:00:00.000,1a,,,,,,,,
departure,unknown,hah,fmch,2024-07-14t16:30:00.000,add,haab,2024-07-14t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2024-07-14t16:55:00.000,dar,htda,2024-07-14t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-07-14t16:55:00.000,dar,htda,2024-07-14t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-15t12:15:00.000,dza,fmcz,2024-07-15t13:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-15t11:43:00.000,2024-07-15t11:43:00.000,2024-07-15t11:43:00.000,2024-07-15t12:29:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2024-07-15t12:26:00.000,2024-07-15t12:26:00.000,2024-07-15t12:26:00.000,,,,
departure,active,hah,fmch,2024-07-15t12:15:00.000,dza,fmcz,2024-07-15t13:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-07-15t11:43:00.000,2024-07-15t11:43:00.000,2024-07-15t11:43:00.000,2024-07-15t12:29:00.000,,,,,,,,,,2024-07-15t12:26:00.000,2024-07-15t12:26:00.000,2024-07-15t12:26:00.000,,,,
departure,active,hah,fmch,2024-07-15t16:30:00.000,add,haab,2024-07-15t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,2024-07-15t16:09:00.000,2,,,,,,1,1,
departure,active,hah,fmch,2024-07-16t02:15:00.000,nbo,hkjk,2024-07-16t04:45:00.000,klm,kl,klm,4219,kl4219,klm4219,,,,,kenya airways,kq,kqa,267,kq267,kqa267,2024-07-16t02:45:00.000,1a,30.0,,,,,,,
departure,active,hah,fmch,2024-07-16t02:15:00.000,nbo,hkjk,2024-07-16t04:45:00.000,kenya airways,kq,kqa,267,kq267,kqa267,,,,,,,,,,,2024-07-16t02:45:00.000,1a,30.0,,,,,,,
departure,active,hah,fmch,2024-07-16t12:50:00.000,dar,htda,2024-07-16t14:05:00.000,,h1,h1,3688,h13688,h13688,2024-07-16t13:22:00.000,2024-07-16t13:22:00.000,2024-07-16t13:22:00.000,2024-07-16t14:26:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,32.0,,,,22.0,,,
departure,active,hah,fmch,2024-07-16t12:50:00.000,dar,htda,2024-07-16t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2024-07-16t13:22:00.000,2024-07-16t13:22:00.000,2024-07-16t13:22:00.000,2024-07-16t14:26:00.000,,,,,,,,2,32.0,,,,22.0,,,
departure,active,hah,fmch,2024-07-16t14:00:00.000,nbo,hkjk,2024-07-16t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2024-07-16t14:09:00.000,2024-07-16t14:09:00.000,2024-07-16t14:09:00.000,2024-07-16t15:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-16t14:00:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2024-07-16t14:00:00.000,nbo,hkjk,2024-07-16t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2024-07-16t14:09:00.000,2024-07-16t14:09:00.000,2024-07-16t14:09:00.000,2024-07-16t15:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-16t14:00:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2024-07-16t14:00:00.000,nbo,hkjk,2024-07-16t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-16t14:09:00.000,2024-07-16t14:09:00.000,2024-07-16t14:09:00.000,2024-07-16t15:58:00.000,,,,,,,2024-07-16t14:00:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2024-07-16t16:30:00.000,add,haab,2024-07-16t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,,,
departure,cancelled,hah,fmch,2024-07-17t10:15:00.000,run,fmee,2024-07-17t13:40:00.000,air austral,uu,reu,256,uu256,reu256,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-17t12:15:00.000,dza,fmcz,2024-07-17t13:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-17t12:01:00.000,2024-07-17t12:01:00.000,2024-07-17t12:01:00.000,2024-07-17t12:45:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-07-17t12:15:00.000,dza,fmcz,2024-07-17t13:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-07-17t12:01:00.000,2024-07-17t12:01:00.000,2024-07-17t12:01:00.000,2024-07-17t12:45:00.000,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-17t14:40:00.000,ajn,fmcv,2024-07-17t15:20:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-17t14:40:00.000,ajn,fmcv,2024-07-17t15:20:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-17t15:20:00.000,nbo,hkjk,2024-07-17t17:30:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-17t15:20:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-17t15:20:00.000,nbo,hkjk,2024-07-17t17:30:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-17t15:20:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-17t15:20:00.000,nbo,hkjk,2024-07-17t17:30:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-07-17t15:20:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-17t16:30:00.000,add,haab,2024-07-17t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2024-07-17t16:55:00.000,dar,htda,2024-07-17t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-07-17t16:55:00.000,dar,htda,2024-07-17t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-18t12:50:00.000,dar,htda,2024-07-18t14:05:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2024-07-18t12:50:00.000,dar,htda,2024-07-18t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,unknown,hah,fmch,2024-07-18t13:45:00.000,dza,fmcz,2024-07-18t14:45:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-18t13:45:00.000,dza,fmcz,2024-07-18t14:45:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-18t16:30:00.000,add,haab,2024-07-18t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,2024-07-18t16:26:00.000,2,,,,,,,,
departure,active,hah,fmch,2024-07-19t02:15:00.000,nbo,hkjk,2024-07-19t04:45:00.000,klm,kl,klm,4219,kl4219,klm4219,,,,,kenya airways,kq,kqa,267,kq267,kqa267,2024-07-19t02:15:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-19t02:15:00.000,nbo,hkjk,2024-07-19t04:45:00.000,kenya airways,kq,kqa,267,kq267,kqa267,,,,,,,,,,,2024-07-19t02:15:00.000,1a,,,,,,,,
departure,unknown,hah,fmch,2024-07-19t07:10:00.000,dar,htda,2024-07-19t08:30:00.000,egyptair,ms,msr,842,ms842,msr842,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-19t07:40:00.000,cai,heca,2024-07-19t14:00:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,,,,,egyptair,ms,msr,841,ms841,msr841,,3,,,,,,,,
departure,active,hah,fmch,2024-07-19t07:40:00.000,cai,heca,2024-07-19t14:00:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-07-19t12:15:00.000,dza,fmcz,2024-07-19t13:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-19t11:52:00.000,2024-07-19t11:52:00.000,2024-07-19t11:52:00.000,2024-07-19t12:38:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2024-07-19t12:32:00.000,2024-07-19t12:32:00.000,2024-07-19t12:32:00.000,,,,
departure,active,hah,fmch,2024-07-19t12:15:00.000,dza,fmcz,2024-07-19t13:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-07-19t11:52:00.000,2024-07-19t11:52:00.000,2024-07-19t11:52:00.000,2024-07-19t12:38:00.000,,,,,,,,,,2024-07-19t12:32:00.000,2024-07-19t12:32:00.000,2024-07-19t12:32:00.000,,,,
departure,active,hah,fmch,2024-07-19t14:40:00.000,ajn,fmcv,2024-07-19t15:20:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2024-07-19t14:40:00.000,ajn,fmcv,2024-07-19t15:20:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-19t15:20:00.000,nbo,hkjk,2024-07-19t17:30:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-19t16:55:00.000,1a,95.0,,,,,,,
departure,active,hah,fmch,2024-07-19t15:20:00.000,nbo,hkjk,2024-07-19t17:30:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-19t16:55:00.000,1a,95.0,,,,,,,
departure,active,hah,fmch,2024-07-19t15:20:00.000,nbo,hkjk,2024-07-19t17:30:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-07-19t16:55:00.000,1a,95.0,,,,,,,
departure,active,hah,fmch,2024-07-19t16:30:00.000,add,haab,2024-07-19t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,2024-07-19t16:09:00.000,2024-07-19t16:09:00.000,2024-07-19t16:09:00.000,2024-07-19t19:17:00.000,,,,,,,,2,,,,,,1,1,
departure,active,hah,fmch,2024-07-19t16:45:00.000,dza,fmcz,2024-07-19t17:45:00.000,air austral,uu,reu,7405,uu7405,reu7405,2024-07-19t16:53:00.000,2024-07-19t16:53:00.000,2024-07-19t16:53:00.000,2024-07-19t17:35:00.000,ewa air,zd,ewr,305,zd305,ewr305,,,9.0,,,,,,,
departure,active,hah,fmch,2024-07-19t16:45:00.000,dza,fmcz,2024-07-19t17:45:00.000,ewa air,zd,ewr,305,zd305,ewr305,2024-07-19t16:53:00.000,2024-07-19t16:53:00.000,2024-07-19t16:53:00.000,2024-07-19t17:35:00.000,,,,,,,,,9.0,,,,,,,
departure,active,hah,fmch,2024-07-19t16:55:00.000,dar,htda,2024-07-19t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-07-19t16:55:00.000,dar,htda,2024-07-19t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-20t12:50:00.000,dar,htda,2024-07-20t14:05:00.000,,h1,h1,3688,h13688,h13688,2024-07-20t13:17:00.000,2024-07-20t13:17:00.000,2024-07-20t13:17:00.000,2024-07-20t14:22:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,28.0,,,,18.0,,,
departure,active,hah,fmch,2024-07-20t12:50:00.000,dar,htda,2024-07-20t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2024-07-20t13:17:00.000,2024-07-20t13:17:00.000,2024-07-20t13:17:00.000,2024-07-20t14:22:00.000,,,,,,,,2,28.0,,,,18.0,,,
departure,active,hah,fmch,2024-07-20t14:30:00.000,nbo,hkjk,2024-07-20t16:40:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-20t14:30:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-20t14:30:00.000,nbo,hkjk,2024-07-20t16:40:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-07-20t14:30:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-20t14:30:00.000,nbo,hkjk,2024-07-20t16:40:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-07-20t14:30:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-07-20t16:15:00.000,dza,fmcz,2024-07-20t17:15:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-07-20t16:15:00.000,dza,fmcz,2024-07-20t17:15:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2024-07-20t16:30:00.000,add,haab,2024-07-20t20:10:00.000,ethiopian airlines,et,eth,824,et824,eth824,,,,,,,,,,,,2,,,,,,1,1,
departure,cancelled,hah,fmch,2024-07-20t18:20:00.000,run,fmee,2024-07-20t21:45:00.000,air austral,uu,reu,256,uu256,reu256,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-07-21t11:30:00.000,dza,fmcz,2024-07-21t12:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-07-21t11:23:00.000,2024-07-21t11:23:00.000,2024-07-21t11:23:00.000,2024-07-21t12:07:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
