type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,departure.estimatedTime,departure.gate,error
arrival,landed,han,vvnb,t1,19.0,2023-11-03t11:15:00.000,2023-11-03t11:33:00.000,2023-11-03t11:33:00.000,2023-11-03t11:33:00.000,vca,vvct,2023-11-03t13:30:00.000,2023-11-03t13:24:00.000,2023-11-03t13:25:00.000,2023-11-03t13:25:00.000,2023-11-03t13:25:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,dad,vvdn,1,15.0,2023-11-03t13:45:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:15:00.000,2023-11-03t15:10:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,1,15.0,2023-11-03t13:45:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:15:00.000,2023-11-03t15:10:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,1,15.0,2023-11-03t13:45:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:15:00.000,2023-11-03t15:10:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,1,15.0,2023-11-03t13:45:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:15:00.000,2023-11-03t15:10:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,2023-11-03t15:14:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,,,
arrival,landed,vii,vvvh,,,2023-11-03t14:00:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:50:00.000,2023-11-03t15:35:00.000,,,,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,,2023-11-03t14:00:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:50:00.000,2023-11-03t15:35:00.000,,,,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,,2023-11-03t14:00:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:50:00.000,2023-11-03t15:35:00.000,,,,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,,2023-11-03t14:00:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,2023-11-03t13:59:00.000,vca,vvct,2023-11-03t15:50:00.000,2023-11-03t15:35:00.000,,,,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,t1,12.0,2023-11-03t15:45:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,vca,vvct,2023-11-03t17:55:00.000,2023-11-03t17:46:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,t1,12.0,2023-11-03t15:45:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,vca,vvct,2023-11-03t17:55:00.000,2023-11-03t17:46:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,t1,12.0,2023-11-03t15:45:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,vca,vvct,2023-11-03t17:55:00.000,2023-11-03t17:46:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,t1,12.0,2023-11-03t15:45:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,2023-11-03t15:57:00.000,vca,vvct,2023-11-03t17:55:00.000,2023-11-03t17:46:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,2023-11-03t17:45:00.000,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,,,,
arrival,landed,han,vvnb,t1,13.0,2023-11-03t16:45:00.000,2023-11-03t16:57:00.000,2023-11-03t16:57:00.000,2023-11-03t16:57:00.000,vca,vvct,2023-11-03t19:05:00.000,2023-11-03t18:56:00.000,2023-11-03t18:56:00.000,2023-11-03t18:56:00.000,2023-11-03t18:56:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,unknown,han,vvnb,1,,2023-11-03t17:50:00.000,,,,vca,vvct,2023-11-03t20:10:00.000,,,,,bamboo airways,qh,bav,1431,qh1431,bav1431,,,,,,,,,,
arrival,landed,han,vvnb,t1,25.0,2023-11-03t19:05:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,vca,vvct,2023-11-03t21:10:00.000,2023-11-03t21:19:00.000,,,,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,10.0,,,
arrival,landed,han,vvnb,t1,25.0,2023-11-03t19:05:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,vca,vvct,2023-11-03t21:10:00.000,2023-11-03t21:19:00.000,,,,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,10.0,,,
arrival,landed,han,vvnb,t1,25.0,2023-11-03t19:05:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,vca,vvct,2023-11-03t21:10:00.000,2023-11-03t21:19:00.000,,,,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,10.0,,,
arrival,landed,han,vvnb,t1,25.0,2023-11-03t19:05:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,2023-11-03t19:30:00.000,vca,vvct,2023-11-03t21:10:00.000,2023-11-03t21:19:00.000,,,,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,10.0,,,
arrival,unknown,tpe,rctp,1,,2023-11-03t19:55:00.000,,,,vca,vvct,2023-11-03t22:45:00.000,,,,,,h1,h1,5182,h15182,h15182,vietjet air,vj,vjc,867,vj867,vjc867,,,,
arrival,unknown,tpe,rctp,1,,2023-11-03t19:55:00.000,,,,vca,vvct,2023-11-03t22:45:00.000,,,,,,a1,a1,2867,a12867,a12867,vietjet air,vj,vjc,867,vj867,vjc867,,,,
arrival,unknown,tpe,rctp,1,,2023-11-03t19:55:00.000,,,,vca,vvct,2023-11-03t22:45:00.000,,,,,flexflight,w2,fxt,4867,w24867,fxt4867,vietjet air,vj,vjc,867,vj867,vjc867,,,,
arrival,unknown,tpe,rctp,1,,2023-11-03t19:55:00.000,,,,vca,vvct,2023-11-03t22:45:00.000,,,,,vietjet air,vj,vjc,867,vj867,vjc867,,,,,,,,,,
arrival,landed,han,vvnb,t1,16.0,2023-11-04t06:35:00.000,2023-11-04t06:51:00.000,2023-11-04t06:51:00.000,2023-11-04t06:51:00.000,vca,vvct,2023-11-04t08:55:00.000,2023-11-04t08:42:00.000,2023-11-04t08:40:00.000,2023-11-04t08:40:00.000,2023-11-04t08:40:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,landed,han,vvnb,t1,3.0,2023-11-04t08:45:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,vca,vvct,2023-11-04t10:50:00.000,2023-11-04t10:39:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,3.0,2023-11-04t08:45:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,vca,vvct,2023-11-04t10:50:00.000,2023-11-04t10:39:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,3.0,2023-11-04t08:45:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,vca,vvct,2023-11-04t10:50:00.000,2023-11-04t10:39:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,3.0,2023-11-04t08:45:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,2023-11-04t08:47:00.000,vca,vvct,2023-11-04t10:50:00.000,2023-11-04t10:39:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,2023-11-04t10:37:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,,,,
arrival,unknown,pqc,vvpq,,,2023-11-04t11:10:00.000,,,,vca,vvct,2023-11-04t12:00:00.000,,,,,bamboo airways,qh,bav,2182,qh2182,bav2182,,,,,,,,,,
arrival,landed,dad,vvdn,1,2.0,2023-11-04t11:00:00.000,2023-11-04t11:02:00.000,2023-11-04t11:02:00.000,2023-11-04t11:02:00.000,vca,vvct,2023-11-04t12:40:00.000,2023-11-04t12:19:00.000,2023-11-04t12:11:00.000,2023-11-04t12:11:00.000,2023-11-04t12:11:00.000,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,2023-11-04t11:00:00.000,,
arrival,landed,han,vvnb,t1,8.0,2023-11-04t11:15:00.000,2023-11-04t11:22:00.000,2023-11-04t11:22:00.000,2023-11-04t11:22:00.000,vca,vvct,2023-11-04t13:30:00.000,2023-11-04t13:13:00.000,2023-11-04t13:14:00.000,2023-11-04t13:14:00.000,2023-11-04t13:14:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,hph,vvci,,6.0,2023-11-04t11:30:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,vca,vvct,2023-11-04t13:35:00.000,2023-11-04t13:24:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,,a1,a1,2489,a12489,a12489,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,6.0,2023-11-04t11:30:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,vca,vvct,2023-11-04t13:35:00.000,2023-11-04t13:24:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,flexflight,w2,fxt,4489,w24489,fxt4489,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,6.0,2023-11-04t11:30:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,vca,vvct,2023-11-04t13:35:00.000,2023-11-04t13:24:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,,h1,h1,4541,h14541,h14541,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,6.0,2023-11-04t11:30:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,2023-11-04t11:36:00.000,vca,vvct,2023-11-04t13:35:00.000,2023-11-04t13:24:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,2023-11-04t13:27:00.000,vietjet air,vj,vjc,489,vj489,vjc489,,,,,,,,,,
arrival,landed,vcs,vvcs,,,2023-11-04t12:50:00.000,2023-11-04t12:49:00.000,2023-11-04t12:49:00.000,2023-11-04t12:49:00.000,vca,vvct,2023-11-04t13:50:00.000,2023-11-04t13:36:00.000,2023-11-04t13:34:00.000,2023-11-04t13:34:00.000,2023-11-04t13:34:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,dad,vvdn,1,5.0,2023-11-04t13:45:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,vca,vvct,2023-11-04t15:15:00.000,2023-11-04t15:00:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,1,5.0,2023-11-04t13:45:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,vca,vvct,2023-11-04t15:15:00.000,2023-11-04t15:00:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,1,5.0,2023-11-04t13:45:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,vca,vvct,2023-11-04t15:15:00.000,2023-11-04t15:00:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,1,5.0,2023-11-04t13:45:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,2023-11-04t13:50:00.000,vca,vvct,2023-11-04t15:15:00.000,2023-11-04t15:00:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,2023-11-04t15:02:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,,,
arrival,unknown,han,vvnb,1,,2023-11-04t15:45:00.000,,,,vca,vvct,2023-11-04t17:55:00.000,,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,unknown,han,vvnb,1,,2023-11-04t15:45:00.000,,,,vca,vvct,2023-11-04t17:55:00.000,,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,unknown,han,vvnb,1,,2023-11-04t15:45:00.000,,,,vca,vvct,2023-11-04t17:55:00.000,,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,unknown,han,vvnb,1,,2023-11-04t15:45:00.000,,,,vca,vvct,2023-11-04t17:55:00.000,,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,,,,
arrival,landed,han,vvnb,t1,13.0,2023-11-04t16:45:00.000,2023-11-04t16:58:00.000,2023-11-04t16:58:00.000,2023-11-04t16:58:00.000,vca,vvct,2023-11-04t19:05:00.000,2023-11-04t18:51:00.000,2023-11-04t18:52:00.000,2023-11-04t18:52:00.000,2023-11-04t18:52:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,unknown,han,vvnb,1,,2023-11-04t17:50:00.000,,,,vca,vvct,2023-11-04t20:10:00.000,,,,,bamboo airways,qh,bav,1431,qh1431,bav1431,,,,,,,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-04t19:05:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,vca,vvct,2023-11-04t21:10:00.000,2023-11-04t21:07:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-04t19:05:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,vca,vvct,2023-11-04t21:10:00.000,2023-11-04t21:07:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-04t19:05:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,vca,vvct,2023-11-04t21:10:00.000,2023-11-04t21:07:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-04t19:05:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,2023-11-04t19:13:00.000,vca,vvct,2023-11-04t21:10:00.000,2023-11-04t21:07:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,2023-11-04t21:09:00.000,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,,,,
arrival,landed,icn,rksi,1,12.0,2023-11-05t01:10:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,vca,vvct,2023-11-05t05:00:00.000,2023-11-05t04:20:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,,a1,a1,2955,a12955,a12955,vietjet air,vj,vjc,955,vj955,vjc955,,2023-11-05t01:10:00.000,113,
arrival,landed,icn,rksi,1,12.0,2023-11-05t01:10:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,vca,vvct,2023-11-05t05:00:00.000,2023-11-05t04:20:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,flexflight,w2,fxt,4955,w24955,fxt4955,vietjet air,vj,vjc,955,vj955,vjc955,,2023-11-05t01:10:00.000,113,
arrival,landed,icn,rksi,1,12.0,2023-11-05t01:10:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,vca,vvct,2023-11-05t05:00:00.000,2023-11-05t04:20:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,,h1,h1,4535,h14535,h14535,vietjet air,vj,vjc,955,vj955,vjc955,,2023-11-05t01:10:00.000,113,
arrival,landed,icn,rksi,1,12.0,2023-11-05t01:10:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,2023-11-05t01:22:00.000,vca,vvct,2023-11-05t05:00:00.000,2023-11-05t04:20:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,2023-11-05t04:21:00.000,vietjet air,vj,vjc,955,vj955,vjc955,,,,,,,,2023-11-05t01:10:00.000,113,
arrival,landed,han,vvnb,t1,17.0,2023-11-05t06:35:00.000,2023-11-05t06:51:00.000,2023-11-05t06:51:00.000,2023-11-05t06:51:00.000,vca,vvct,2023-11-05t08:55:00.000,2023-11-05t08:42:00.000,2023-11-05t08:43:00.000,2023-11-05t08:43:00.000,2023-11-05t08:43:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-05t08:45:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,vca,vvct,2023-11-05t10:50:00.000,2023-11-05t10:44:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-05t08:45:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,vca,vvct,2023-11-05t10:50:00.000,2023-11-05t10:44:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-05t08:45:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,vca,vvct,2023-11-05t10:50:00.000,2023-11-05t10:44:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,9.0,2023-11-05t08:45:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,2023-11-05t08:53:00.000,vca,vvct,2023-11-05t10:50:00.000,2023-11-05t10:44:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,2023-11-05t10:46:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,,,,
arrival,unknown,pqc,vvpq,,,2023-11-05t11:10:00.000,,,,vca,vvct,2023-11-05t12:00:00.000,,,,,bamboo airways,qh,bav,2182,qh2182,bav2182,,,,,,,,,,
arrival,landed,dad,vvdn,1,5.0,2023-11-05t11:00:00.000,2023-11-05t11:04:00.000,2023-11-05t11:04:00.000,2023-11-05t11:04:00.000,vca,vvct,2023-11-05t12:40:00.000,2023-11-05t12:15:00.000,2023-11-05t12:15:00.000,2023-11-05t12:15:00.000,2023-11-05t12:15:00.000,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,,,
arrival,landed,han,vvnb,t1,24.0,2023-11-05t11:15:00.000,2023-11-05t11:38:00.000,2023-11-05t11:38:00.000,2023-11-05t11:38:00.000,vca,vvct,2023-11-05t13:30:00.000,2023-11-05t13:33:00.000,2023-11-05t13:30:00.000,2023-11-05t13:30:00.000,2023-11-05t13:30:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,1.0,2023-11-05t11:22:00.000,,
arrival,unknown,dad,vvdn,1,,2023-11-05t13:45:00.000,,,,vca,vvct,2023-11-05t15:15:00.000,,,,,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,unknown,dad,vvdn,1,,2023-11-05t13:45:00.000,,,,vca,vvct,2023-11-05t15:15:00.000,,,,,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,unknown,dad,vvdn,1,,2023-11-05t13:45:00.000,,,,vca,vvct,2023-11-05t15:15:00.000,,,,,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,unknown,dad,vvdn,1,,2023-11-05t13:45:00.000,,,,vca,vvct,2023-11-05t15:15:00.000,,,,,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,,,
arrival,landed,vii,vvvh,,8.0,2023-11-05t14:00:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,vca,vvct,2023-11-05t15:50:00.000,2023-11-05t15:40:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,2023-11-05t14:08:00.000,,
arrival,landed,vii,vvvh,,8.0,2023-11-05t14:00:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,vca,vvct,2023-11-05t15:50:00.000,2023-11-05t15:40:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,2023-11-05t14:08:00.000,,
arrival,landed,vii,vvvh,,8.0,2023-11-05t14:00:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,vca,vvct,2023-11-05t15:50:00.000,2023-11-05t15:40:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,2023-11-05t14:08:00.000,,
arrival,landed,vii,vvvh,,8.0,2023-11-05t14:00:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,2023-11-05t14:08:00.000,vca,vvct,2023-11-05t15:50:00.000,2023-11-05t15:40:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,2023-11-05t15:42:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,2023-11-05t14:08:00.000,,
arrival,landed,han,vvnb,t1,22.0,2023-11-05t15:45:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,vca,vvct,2023-11-05t17:55:00.000,2023-11-05t17:59:00.000,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,4.0,,,
arrival,landed,han,vvnb,t1,22.0,2023-11-05t15:45:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,vca,vvct,2023-11-05t17:55:00.000,2023-11-05t17:59:00.000,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,4.0,,,
arrival,landed,han,vvnb,t1,22.0,2023-11-05t15:45:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,vca,vvct,2023-11-05t17:55:00.000,2023-11-05t17:59:00.000,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,4.0,,,
arrival,landed,han,vvnb,t1,22.0,2023-11-05t15:45:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,2023-11-05t16:06:00.000,vca,vvct,2023-11-05t17:55:00.000,2023-11-05t17:59:00.000,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,4.0,,,
arrival,landed,han,vvnb,t1,15.0,2023-11-05t16:45:00.000,2023-11-05t16:59:00.000,2023-11-05t16:59:00.000,2023-11-05t16:59:00.000,vca,vvct,2023-11-05t19:05:00.000,2023-11-05t18:48:00.000,2023-11-05t18:49:00.000,2023-11-05t18:49:00.000,2023-11-05t18:49:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,unknown,han,vvnb,1,,2023-11-05t17:50:00.000,,,,vca,vvct,2023-11-05t20:10:00.000,,,,,bamboo airways,qh,bav,1431,qh1431,bav1431,,,,,,,,,,
